question,answer,source
What do we call the solid form of hydrocarbons?,coal,SciQ
"What is needed to create muscles, regulate chemical reactions, and transport oxygen?",proteins,SciQ
"What does the vertebral column , or backbone, protect?",spinal cord,SciQ
X rays and what other type of electromagnetic wave has the shortest wavelengths and the highest frequencies?,gamma rays,SciQ
"The anterior pituitary produces seven different what, each with a special function?",hormones,SciQ
What is the term for the measure of the average kinetic energy of the particles in matter?,temperature,SciQ
Pepsin and trypsin are examples of enzymes involved in what bodily process?,digestion,SciQ
What is the only metalloid in group 13?,boron,SciQ
How is a mammal developed if not inside of a placenta or a pouch?,hatched from eggs,SciQ
"Slime molds have several morphological similarities to fungi, including spore-generation, that are thought to be the result of convergent what?",evolution,SciQ
What do willow trees produce to kill bacteria?,salicylic acid,SciQ
"The ph scale is a scale used to express the concentration of hydrogen ions in solution. a neutral solution, neither acidic nor basic, has a ph of what?",7,SciQ
What is the term for something left behind by once-living organisms?,fossils,SciQ
What connects the peripheral nervous system to the central nervous system?,nerves,SciQ
In which supergroup are red algae and green algae included?,archaeplastida,SciQ
"If a machine only changes the direction of a force without changing the ratio of the output/input forces, then what is its associated mechanical advantage?",1,SciQ
What is an advantage of brightly colored fruits?,attract animals to disperse their seeds,SciQ
What is the apt term for the very slow movement of rock and soil down a hillside?,creep,SciQ
The zeros at the end of a number are known as what?,trailing zeros,SciQ
Does water get colder or warmer the deeper you go?,colder,SciQ
Many transition metals and their compounds are used as what?,catalysts,SciQ
What do willow trees produce to kill bacteria?,salicylic acid,SciQ
What do decomposers release once they have broken down the dead organisms?,inorganic molecules,SciQ
"Often determining the strength or intensity of a wave, this term is the distance from the equilibrium point of motion to either its lowest or highest point?",amplitude,SciQ
Which type of muscle fiber can sustain long contractions?,slow fibers,SciQ
We would genetically be all the same if genes did not have different what?,alleles,SciQ
Thylakoid membranes contain molecules of what green pigment used in photosynthesis?,chlorophyll,SciQ
What is the name for a way of learning that involves reward or punishment?,conditioning,SciQ
What scale measures the total energy released by an earthquake?,moment magnitude scale,SciQ
All enzymes have an optimal temperature and what?,ph,SciQ
When do homologous chromosomes form pairs?,meiosis,SciQ
What forms when the metal sodium gives up an electron to the nonmetal chlorine?,an ionic bond,SciQ
What type of gas is produced by alcoholic fermentation of the glucose in corn or other plants?,ethanol,SciQ
What type of transport is vesicle transport considered to be?,active transport,SciQ
"Strong bands of dense, regular connective tissue that connect muscles to bones are called what?",tendons,SciQ
Homes and transportation use what percent of all energy in the u.s.?,half (fifty),SciQ
"What falls roughly in the middle of the electromagnetic spectrum, having shorter wavelengths and higher frequencies than microwaves, but not as short and high as x rays?",light,SciQ
What are models good for?,they give us an idea of what the real thing is like,SciQ
Explanations of some aspect of the natural world based on repeated observations are termed what?,scientific theories,SciQ
What is found in abundance in the polar ice caps and under the surface of mars?,water,SciQ
What do nerve impulses travel along?,axons,SciQ
Cyanobacteria are bluish green in color because they contain what?,chlorophyll,SciQ
How many miles is the distance between the earth and sun?,93,SciQ
"What is the dominant form of plant life in most terrestrial ecosystems, comprising about 90 percent of all plant species?",angiosperms,SciQ
What is the largest mammal on earth?,blue whale,SciQ
What are elements that generally do not conduct electricity?,nonmetals,SciQ
Superconductors expel a magnetic field from their interior. what is this phenomenon known as?,meissner effect,SciQ
Continually increasing the pressure on the liquid will eventually cause the substance to do what?,solidify,SciQ
Hypersensitivity may refer to a maladaptive response of what system toward a harmless foreign substance?,immune,SciQ
Similarity that results from common ancestry is known as what?,homology,SciQ
We all start as a single cell and soon grow into what?,embryo,SciQ
Which acid contains only one ionizable hydrogen?,monoprotic acid,SciQ
The epidermis is made of which closely packed cells?,epithelial cells,SciQ
What is a double membrane of the nucleus that encloses the genetic material?,nuclear enevelope,SciQ
What effect does changing temperature have on a system at equilibrium?,stress,SciQ
What type of cancer can the use of tanning beds lead to?,skin cancer,SciQ
Organisms tend to be larger in size at higher what levels?,trophic,SciQ
A major step in animal evolution was the evolution of what rigid rod that runs the length of the body?,notochord,SciQ
What is the name of the process that refers to the balance or equilibrium within the cell or a body?,homeostasis,SciQ
"What is the clear, protective covering on the outside of the eye?",cornea,SciQ
"Deeper layers of rock must be older than layers closer to the surface, this is the law of what?",superposition,SciQ
Dentists occasionally use metallic mixtures called amalgams for what?,fillings,SciQ
Which infection turns ant's abdomen red and fruit-like and an easy prey for birds?,neotropicum,SciQ
What do mitochondrions have an inner and outer version of?,membrane,SciQ
Resistance to pesticides in a population of insects is an example of what?,microevolution,SciQ
What expresses the mass of substance in terms of the volume occupied by the substance?,density,SciQ
What organ is the hypothalamus a part of?,brain,SciQ
"Urea, ammonia and uric acid are types of what waste, excreted in different forms by different species?",nitrogenous waste,SciQ
"Besides tasting food, what organ is necessary for mastication, deglutition (swallowing), and speech?",tongue,SciQ
What is transmitted by moving electrons in an electric current?,electrical energy,SciQ
What happens if a molecule forms strong bonds to the catalyst?,catalyst gets poisoned,SciQ
"In general, kinetic energy is the form of energy powering any type of matter in motion, while the energy of position is called what?",potential energy,SciQ
What event occurs between the two solstices?,equinox,SciQ
Alveoli can be found in which organ in the human body?,lungs,SciQ
About one-fourth of the blood pumped with each heartbeat enters arteries serving what organs of digestion?,intestines,SciQ
"The paired bones of the skull are the palatine, zygomatic, nasal, lacrimal, inferior nasal conchae bones, and what else?",maxilla,SciQ
Each muscle fiber contains hundreds of organelles called what?,myofibrils,SciQ
The common cold and flu are examples of human diseases caused by what tiny particles?,viruses,SciQ
What are the two layers of the skin?,epidermis and dermis,SciQ
Light can be used to eject what from a solid material?,electrons,SciQ
What element is a biochemical compound based on?,carbon,SciQ
The amniotic sac is attached to what?,placenta,SciQ
"Which type of respiration helps organisms generate quick bursts of speed, as opposed to long steady movement?",anaerobic respiration,SciQ
"When matter reacts, there can be what that comes from nowhere and is unaccounted for?",mass,SciQ
What is located at about 80 degrees north latitude?,the north pole,SciQ
What is a byproduct from the combustion of fossil fuels like coal and gasoline?,nitrogen dioxide,SciQ
What can damage animal tissues?,extreme pressure or temperature,SciQ
"Along with other functions, what do carbohydrates, proteins, and lipids provide for the body?",energy,SciQ
What system of the body uses amylase and pepsin in its functioning?,digestive system,SciQ
What are genes located on the sex chromosomes called?,sex-linked genes,SciQ
"The posterior pituitary releases which hormone, which stimulates uterine contractions during childbirth?",oxytocin,SciQ
What consists mainly of parenchymal cells with chloroplasts?,mesophyll,SciQ
What is the movement of animals from one place to another?,migration,SciQ
Twin studies have been instrumental in demonstrating what type of component in autism?,environmental,SciQ
What is a measure of the size of sound waves?,amplitude,SciQ
Covalent compounds form individual molecules rather than what?,crystals,SciQ
Winds are caused by differences in what?,air pressure,SciQ
What is generated when a heart ventricle contracts?,blood pressure,SciQ
What area beneath the earth's surface do magma collects?,magma chambers,SciQ
"What develop inside chambers called ovaries, which originate within flowers and mature into fruits?",angiosperm seeds,SciQ
What kind of lakes form when volcanic eruptions create holes that fill with water?,crater lakes,SciQ
The size of the solute particles determines the rate of what?,dissolving,SciQ
The vas deferens and ejaculatory ducts are part of what system?,male reproductive system,SciQ
What part of an egg contains the genetic material ?,the nucleus,SciQ
"Bees and other wild animals perform what function on flowering plants, making them vital for crop reproduction?",pollenation,SciQ
What does the sebaceous gland secrete which waterproofs the skin and hair?,sebum,SciQ
What water is about 3.5% salt?,seawater,SciQ
Catabolic and anabolic hormones in the body help regulate these?,metabolic processes,SciQ
"Food chains and what describe the transfer of energy within an ecosystem, from one organism to another?",food webs,SciQ
The type of eruption a volcano has depends on the type of what in its chamber?,magma,SciQ
"What organ has four ventricles, all of which developed from the original hollow space within the neural tube?",brain,SciQ
The cell theory and the theory of evolution by natural selection are basic to all fields in what branch of science?,life science,SciQ
How many types of antigens can an antibody match?,one,SciQ
What do drugs that alleviate symptoms of schizophrenia block?,dopamine receptors,SciQ
What destroys the filtered pathogens?,lymphocytes,SciQ
A device that produces a very focused beam of visible light of just one wavelength and color is called?,laser,SciQ
The second step in eukaryotic cell division is division of which part of the cell?,nucleus,SciQ
Approximately how many galaxies are there in the universe?,about a hundred billion,SciQ
What theory of evolution is charles darwin most known for?,natural selection,SciQ
What organ system is different in men and women?,reproductive organs,SciQ
Why do effusive eruptions rarely kill anyone?,they move slowly,SciQ
What are hot fragments of rock called?,pyroclasts,SciQ
Unevenness or asymmetry in the focus of the eye describes what visual defect?,astigmatism,SciQ
The addition of electron gives the halide ions the same electron configuration as what gas?,a noble gas,SciQ
Partially decayed remains of plants and animals form the organic portion of what?,soil,SciQ
Where is the most significant connection between the cerebellum and the rest of the brain?,at the pons,SciQ
What do you call the daily changes in the level of ocean water?,tides,SciQ
What are the specialized building blocks of your body?,cells,SciQ
What do plants make to store extra glucose?,starches,SciQ
Sand dunes migrate when sand is blown up a slope and this force pulls it down the other side?,gravity,SciQ
Inside each lymph node is a honeycomb of connective tissue with spaces filled by what?,white blood cells,SciQ
"What ""apparatus"" is responsible for sorting, modifying, and shipping off the products that come from the rough endoplasmic reticulum?",golgi apparatus,SciQ
When two haploid gametes unite during fertilization they form what?,a diploid cell,SciQ
What kind of phenotype results in a case of incomplete dominance?,intermediate phenotype,SciQ
"Chloroplasts, chromoplasts, and leucoplasts are all plastids, organelles found in what kind of cells?",plant cells,SciQ
What is the attraction of a particular atom for the electrons of a covalent bond called?,electronegativity,SciQ
How many continents do birds breed on?,7,SciQ
Dna consists of how many long chains of nucleotides?,two,SciQ
What is the transition from liquid to gas is called?,boiling,SciQ
What is inside the plasma membrane of a prokaryotic cell?,cytoplasm,SciQ
"When the helium is gone, the stars become what?",white dwarfs,SciQ
What is the change of state from a solid to a gas without passing through the liquid state?,sublimation,SciQ
What type of cells are gametes?,reproductive,SciQ
What is the touch response in plants called?,thigmotropism,SciQ
"Humans have an estimated 20,000 to 22,000 of what units of heredity?",genes,SciQ
What is defined as the amount of force acting on a given area?,pressure,SciQ
What system consists of glands that secrete hormones into the bloodstream?,the endocrine system,SciQ
Where are the oceans most polluted?,along coasts,SciQ
"What organelles are known as the energy ""powerhouses"" of the cells?",mitochondria,SciQ
What is the effect on pressure when the area of applied force is very concentrated?,pressure increases,SciQ
What two elements primarily make up the sun?,hydrogen and helium,SciQ
Adipose is a connective tissue made up of cells called what?,adipocytes,SciQ
Where are about 75% of the tar sands in the world located?,"venezuela and alberta, canada",SciQ
Does pressure increase or decrease when gas particles heat up?,increase,SciQ
What are the two most common vision problems?,nearsightedness and farsightedness,SciQ
What is the pair of bean-shaped organs that filters blood and produces urine?,kidneys,SciQ
"Met, asn, trp, and gln connect together like beads on a necklace and are an example of what type of acids?",amino acids,SciQ
What is a carbon-based compound that is found in living things called?,biochemical compound,SciQ
What do you call a mirror shaped like the inside of a bowl?,concave,SciQ
Ions that contain fewer electrons than protons have a net positive charge and are called what?,cations,SciQ
"What factors consist of parts of the environment that are or were alive, and their remains?",biotic factors,SciQ
What is another name for a reasonable explanation for something that might be formed near the beginning of a scientific inquiry into a problem?,hypothesis,SciQ
What is the logarithmic scale that measures the largest jolt of energy released by an earthquake called?,richter scale,SciQ
Polarization occurs between a charged and what other object?,neutral,SciQ
"Glucose, fructose, and other sugars that have six carbons are called what?",hexoses,SciQ
What is precipitation that flows over the surface of the land?,runoff,SciQ
What is the method that is a plan for asking questions and testing possible answers called?,scientific investigation,SciQ
What branch of physics deals with the smallest units of elements and compounds?,atomic,SciQ
What kinds of acids are proteins made out of?,amino acids,SciQ
Whisk ferns have yellow sporangia and no what?,leaves,SciQ
Do tropical regions have very high or very low rates of immigration?,very high,SciQ
"What type of experiment involves two identical experiments carried out side-by-side, with and without an independent variable?",controlled experiment,SciQ
How does the core of the sun radiate energy?,nuclear fusion,SciQ
What is the concentration of gas molecules in the mesosphere?,very low density,SciQ
What type of energy causes erosion at the shore?,wave,SciQ
Long distance runners try to maintain constant velocity with very little acceleration or deceleration to conserve what?,energy,SciQ
What is the smallest particle of an element that still has the element’s properties?,an atom,SciQ
A biofilm is a colony of what that is stuck to a surface such as a rock or a host’s tissues?,prokaryotes,SciQ
"The stem of a horsetail is characterized by the presence of joints, or nodes: hence the name arthrophyta, which means this?",jointed plant,SciQ
What do power plants burn to generate electricity?,fossil fuels,SciQ
"What organ lets us understand what we see, hear, or sense in other ways, and allows us to use language, learn, think, and remember?",brain,SciQ
"What is the more common term for ethanoic acid, the active substance in vinegar?",acetic acid,SciQ
What type of pollution results from the contaminants that enter a waterway or water body through a single site?,point source pollution,SciQ
"What are the ""chemical messenger"" molecules used by the endocrine system?",hormones,SciQ
"Many innovative farming methods can prevent what type of erosion, which is especially important in agriculture?",soil erosion,SciQ
"As the atoms approach one another, their electron clouds gradually begin to do what?",overlap,SciQ
What force holds together both types of star clusters?,gravity,SciQ
What are the rod-like structures made of short microtubules that play an important part in cellular division?,centrioles,SciQ
Vertebrates with four limbs are also called what?,tetrapods,SciQ
What is the name of the disorder of the arteries in which cholesterol and other materials are deposited on the interior of the arterial wall?,atherosclerosis,SciQ
What is defined as a close relationship between organisms of different species in which at least one of the organisms benefits?,symbiosis,SciQ
What do you call the force identified by a north and south pole?,magnetism,SciQ
The voltage of a voltaic cell can be determined by the reduction potentials of what?,half reactions,SciQ
What type of fatty acids have bent chains?,unsaturated fatty acids,SciQ
All seed plants and a few seedless vascular plants are what?,heterosporous,SciQ
"The three segments of arthropods are the head, thorax and what?",abdomen,SciQ
A notochord has in common with what vertbrate structure?,spinal cord,SciQ
Most members of what mammalian order possess opposable thumbs?,primates,SciQ
What refers to a group of individual organisms of the same species that live closely together?,a colony,SciQ
The rise in greenhouse gases has what effect on the temperature of earth?,it increases,SciQ
What two types of atoms bond to form sulfate minerals?,oxygen and sulfur,SciQ
Where does groundwater primarily come from?,precipitation,SciQ
What determines sex in animals?,sex chromosomes,SciQ
The joints of the carpal bones in the wrist are examples of what type of joints?,planar joints,SciQ
If a unit is named after a person it needs to be?,capitalized,SciQ
What is the name for the inner lining of the uterus?,the endometrium,SciQ
What is it called when currents keep reversing direction?,alternating current,SciQ
What is the name given to anything that has mass and takes up space?,matter,SciQ
What is the upper most level of earth's layers called?,crust,SciQ
What are secreted into the gi tract by organs of the gi tract or from a nearby gland named the pancreas?,digestive enzymes,SciQ
In what organ does pepsin help break down proteins?,stomach,SciQ
What begins when a neuron receives a chemical stimulus?,a nerve impulse,SciQ
Pink snapdragons are an example of what?,incomplete dominance,SciQ
Air quality is a measure of what in the air?,pollutants,SciQ
What do solar cells convert the energy in sunlight into?,electrical energy,SciQ
Both endotherms and ectotherms control what through behavioral responses to changes in the environment?,body temperature,SciQ
What occurs when the bronchioles swell and the muscles around the bronchioles contract?,asthma,SciQ
What giant planet is far away from and much less dense than earth?,jupiter,SciQ
"Bacteria, viruses, fungi, and protozoa are examples of what, the term for a disease-causing microorganism?",pathogen,SciQ
Newton’s third law of motion describes what property of forces that means balance?,symmetry,SciQ
Translation is the second part of the central dogma of what?,molecular biology,SciQ
What helps us see rainbows in the sky?,visible light,SciQ
How the individuals in a population are spread throughout their habitat is referred to as what?,population distribution,SciQ
"The passenger pigeon, the dodo bird, and the woolly mammoth represent individual cases of what fate?",extinction,SciQ
Both fats and oils are made up of long chains of carbon atoms that are bonded together. what are these chains called?,fatty acids,SciQ
What adds phosphate groups to receptor proteins at the surface of the cell?,receptor kinases,SciQ
Cold fronts in winter may bring what type of storm?,snow storm,SciQ
What is added to alcohol and used as an antiseptic?,iodine,SciQ
Excretion of ions occurs mainly through what organ?,kidneys,SciQ
"Acids can also react with metals, and when they do they produce what?",hydrogen gas,SciQ
Convection is the transfer of what type of energy by particles moving through a fluid?,thermal,SciQ
Foresters commonly inoculate pine seedlings with a type of what to promote growth?,fungi,SciQ
What are animal fats and oils such as olive and vegetable oil classified as?,lipids,SciQ
What type of alloys are used in musical instruments?,brass,SciQ
Osteoclasts and osteoblasts play key roles in repair of what?,bone,SciQ
What is the general shape of centrioles?,rod,SciQ
Why does water infiltrate the ground?,because soil and rocks are porous,SciQ
"What is the upward force exerted by fluids when any object, such as a boat, is placed in it?",bouyant force,SciQ
What do dendrites receive signals from?,neurons,SciQ
What is the term for the exchange of genetic material between non-sister chromatids of homologous chromosomes?,crossing-over,SciQ
What must be overcome to change the motion of an object?,inertia,SciQ
Which action of the stomach helps chemical digestion by gastric juice?,churning action,SciQ
What two lenses comprise a compound microscope?,objective and eyepiece,SciQ
Physical and chemical differences help ecologists distinguish between freshwater and marine types of what?,biomes,SciQ
What are the organic compounds that the body needs in small amounts to function properly; humans need 13 different ones?,vitamins,SciQ
"To undo the tarnish on copper pennies, you can place them in what liquid?",vinegar,SciQ
"What kind of bonding between alcohol molecules means that more energy is required to convert the liquid to vapor, and boiling points are therefore high?",stronger hydrogen bonding,SciQ
"During summer in the northern hemisphere, the north pole is tilted toward what?",sun,SciQ
"Also called lodestone, the mineral magnetite is the most powerful what?",natural permanent magnet,SciQ
How many valves are in the heart?,four,SciQ
Momentum is directly related to both mass and?,velocity,SciQ
Bones are made up of different types of what?,tissue,SciQ
What do metals typically lose to achieve stability?,electrons,SciQ
What happens when a sperm and an egg cell combine?,fertilization,SciQ
What is the ability to change or move matter?,energy,SciQ
How many weeks are in the life cycle of ladybugs,four to six,SciQ
What is the respiratory pigment of almost every vertebrate?,hemoglobin,SciQ
"Objects moving at different speeds, in different directions have different what?",velocities,SciQ
What type of compounds make up the cells and tissues of organisms?,biochemical compounds,SciQ
"Meiosis and what process are both preceded by one round of dna replication; however, they differ in producing haploid or diploid daughter cells?",mitosis,SciQ
"In their pure form, all elements have an oxidation number of what?",zero,SciQ
What is a close relationship between two species in which at least one species benefits called?,symbiosis,SciQ
"Multiple sclerosis, huntington’s disease, parkinson’s disease, and alzheimer’s disease are example of diseases of which body system?",nervous system,SciQ
What includes the living organisms in an area and the non-living aspects of the environment?,ecosystem,SciQ
Bacteria may become untreatable if they develop what in response to multiple antibiotics?,resistance,SciQ
What grows through blue cheese that gives it the distinctive appearance and flavor?,fungus,SciQ
The two main types of phagocytic cells in the mammalian body are neutrophils and what other?,macrophages,SciQ
"What is aggravated by practices such as logging, mining, construction, and paving surfaces?",soil erosion,SciQ
What type of hydrocarbon is coal?,solid,SciQ
What chemicals in the liver support glucose homeostasis?,glucagon and insulin,SciQ
"When resources become limiting, populations follow a logistic growth curve in which the size will level off at a point called what?",carrying capacity,SciQ
"Along with climate, this also influences the type of vegetation that can grow in the region?",soil type,SciQ
What is defined as anything that takes up space and has mass?,matter,SciQ
What is the name of the simplest carbon molecule?,methane,SciQ
Hyperparathyroidism results from an overproduction of what?,parathyroid hormone,SciQ
What is formed when different gases are confined to the same container?,homogeneous mixture,SciQ
What property of fluids causes something to stay on or near the surface of water?,buoyancy,SciQ
What are the tiny sacs in the lungs where gas exchange takes place?,alveoli,SciQ
What is the stage between a zygote and polyp?,larva,SciQ
What is the term for  a particle outside the nucleus of an atom that has a negative electric charge?,electron,SciQ
"Scientists goal is develop nuclear fusion power plants, where the energy from fusion of hydrogen nuclei can be converted to what?",electricity,SciQ
In which state of matter are particles completely separate from one another?,gaseous state,SciQ
Van der waals forces are weak interactions between molecules that involve what?,dipoles,SciQ
What part of the body does emphysema affect?,lungs,SciQ
What number is the sum of the numbers of protons and neutrons present in the nucleus of an atom?,mass number,SciQ
"What kind of tool, often based on mathematical equations or computer simulations, helps us understand complex systems?",models,SciQ
An ecosystem consists of all the living things and what?,nonliving environment,SciQ
Mesophyll consists mainly of parenchyma cells specialized for what?,photosynthesis,SciQ
Antibiotic drugs are usually effective in treating what kind of infections?,bacterial,SciQ
What is earth’s geographic north pole also called?,true north,SciQ
What are the nonliving aspects of the environment called?,abiotic factors,SciQ
Chemical reactions follow the laws of what?,thermodynamics,SciQ
What do you call a mixture of two or more substances in which dissolved particles are distributed evenly throughout?,solution,SciQ
What is the water that falls from the sky called?,precipitation,SciQ
What returns blood from capillaries to an atrium?,veins,SciQ
"Hemolymph bathes organs directly in arthropods and most molluscs, due to an open type of what system?",circulatory,SciQ
"According to the table, aluminum has an atomic number of 13. therefore, every aluminum atom has 13 protons in its what?",nucleus,SciQ
"Anemia, leukemia, hemophilia, and sickle-cell disease are examples of conditions that primarily affect what?",blood,SciQ
What kind of variation does a rate measure?,property to time,SciQ
What is the name of the process that changes some chemical substances into others?,chemical reaction,SciQ
What is the term for the gases that surround a planet?,the atmosphere,SciQ
Pressure and vibration are examples of what type of stimuli?,physical,SciQ
"In the chest, what divides as it enters the lungs to form the right and left bronchi?",trachea,SciQ
When does an oocyte complete meiosis?,after sperm penetration,SciQ
The electroplating process transfers metal from the anode to which part of the cell?,cathode,SciQ
"Compression, tension and shear refer to what type of force that can cause rock to change?",stress,SciQ
"Unlike the biological species concept, the ecological species concept can accommodate asexual as well as ________ species.",sexual,SciQ
A basic function of cells includes obtaining what from glucose?,energy,SciQ
What is the term for a test to see if a scientific explanation is right or wrong?,experiment,SciQ
"When a solvent with a gas dissolved in it is heated, the kinetic energy of both the solvent and solute _________?",increases,SciQ
How does the bacteria look when seen with the naked eye?,slimy smear,SciQ
What is a device used to measure temperature changes during chemical processes called?,calorimeter,SciQ
Ebola is an example of a disease spread by what kind of infectious agent?,virus,SciQ
The tiny hair present on mucus membranes is known as?,cilia,SciQ
What elements do lipids primarily consist of?,"carbon, hydrogen, and oxygen",SciQ
Polychaetes make up a large and diverse group. which category do the majority of these worms fall into?,marine,SciQ
What is the main makeup of the cell membrane?,phospholipids,SciQ
"When a host attacks a parasitic bacteria, the bacteria release what to surround the cell wall?",layer of slime,SciQ
"Solutions can also become supersaturated , where the amount of solute dissolved exceeds what?",its solubility,SciQ
What is the biggest risk associated with using nuclear energy?,radiation,SciQ
What property is the result of the force of gravity being opposed by the normal force?,weight,SciQ
"What are the cliffs called which are created when waves erode a rocky shoreline, leaving a vertical wall of exposed rock layers?",wave-cut,SciQ
"When boron10 absorbs a neutron, what does it emit?",particle,SciQ
What is the most common life form in the ocean?,plankton,SciQ
What circulates with the blood or hemolymph and are often contained within specialized cells,respiratory pigments,SciQ
What are the two possible reduction products for brf3?,brf and br2,SciQ
"Normal blood is comprised of nearly half erythrocytes, which is another word for what cells?",red blood cells,SciQ
"What type of intense storm is a system of winds that rotate around a low pressure center, resulting in swirling air that rises and cools to create clouds and precipitation?",cyclone,SciQ
Blood flows into the kidney through which artery?,renal artery,SciQ
Growth and development in humans is most rapid during what two stages?,infancy and adolescence,SciQ
What are used to write nuclear equations for radioactive decay?,nuclear symbols,SciQ
The pull of gravity is expressed as a force of what?,newtons,SciQ
What type of physics explains the behavior of visible light and electromagnetic waves?,optics,SciQ
The duodenum has a major role in regulating what digestive organ and its emptying?,stomach,SciQ
What are misfolded versions of normal brain proteins?,prions,SciQ
"By impacting plant species and the animals they support, destruction of habitat threatens what event?",extinction,SciQ
"What division of the nervous system controls involuntary activities that are not emergencies, such as the digestive organs breaking down food?",parasympathetic division,SciQ
What occurs when a cold air mass runs into a warm air mass?,a cold front,SciQ
What are the tiny sacs in the lungs where gas exchange takes place?,alveoli,SciQ
"What is the term for plants that lack vascular tissues, roots, leaves, seeds, and flowers?",bryophytes,SciQ
Why are continents unable to be pushed down into the mantle by plate boundaries?,buoyancy,SciQ
What is it called when a new species arises without geographic separation?,sympatric speciation,SciQ
"In an exothermic reaction, what, specifically, is released?",heat,SciQ
What term describes diseases caused by abnormal cells in the body dividing uncontrollably?,cancer,SciQ
"What is the molecule, dipeptide formed together by?",amino acids,SciQ
Did the the open circulatory systems of molluscs and arthropods arise dependently or independently of each other?,independently,SciQ
What kind of weathering is abrasion?,mechanical,SciQ
What are composed of alternating positive and negative ions?,ionic crystals,SciQ
What is the term for a small organelle where proteins are made?,ribosome,SciQ
What occurs when the immune system attacks harmless substances that enter the body from the outside?,allergies,SciQ
"What is composed of very long strands of glucose monomers, is largely indigestible and comprises the cell walls of plants?",cellulose,SciQ
"Where are the terrestrial planets located, in relation to the sun?",closest,SciQ
What are the insects that suck up the sap from plants?,aphids and leafhoppers,SciQ
The energy for an ecosystem can come from sunlight or _________?,chemical compounds,SciQ
"Phagocytosis, pinocytosis, and receptor-mediated endocytosis are the three types of what?",endocytosis,SciQ
What type of machines generally have lower efficiency but greater mechanical advantage?,compound machines,SciQ
What is the name of the layer above the mesosphere?,thermosphere,SciQ
"What layer of earth contains abundant oxygen, which can combine with other elements to create oxide minerals?",the crust,SciQ
Animals that are endotherms or ectotherms are distinguished by the ability to maintain a constant what?,body temperature,SciQ
What form of energy is light?,electromagnetic,SciQ
What is a common chemical substance on planet earth?,water,SciQ
Blood calcium levels are tightly regulated by the what system?,endocrine,SciQ
This bodily defense function attacks pathogens and includes inflammatory response and phagocytosis?,second line of defense,SciQ
Lodgepole cones remain closed until exposed to what?,extreme heat,SciQ
What is the change of state from a gas to a liquid?,condensation,SciQ
The steropodon may have been an ancestor of which animal?,platypus,SciQ
"Closely associated with ""work"", what is characterized by its many forms and the fact that it is conserved?",energy,SciQ
What is the time it takes for radioactive substance to decay?,half-life,SciQ
What type of biomes are found in the salt water of the ocean?,marine,SciQ
What is formed when an enzyme binds its substrate?,enzyme - substrate complex,SciQ
What type of rock is a sandstone?,sedimentary rocks,SciQ
Which acids provide the molecular blueprints for all proteins produced in living systems?,nucleic acids,SciQ
Cephalopods have three hearts that pump blood of what color?,blue,SciQ
"Influenza is a type of what, where glycoproteins attach to a host epithelial cell?",viral disease,SciQ
What is the smallest aromatic hydrocarbon?,benzene,SciQ
A hypothesis is scientific only if it can be tested by what?,making observations,SciQ
Aging occurs as cells lose their ability to do what?,divide,SciQ
The tyndall effect refers to the scattering of what by colloidal particles?,visible light,SciQ
Acids are associated with a low number on which scale?,ph,SciQ
"Said to go hand-in-hand with science, what evolves as new materials, designs, and processes are invented?",technology,SciQ
What are the poles labeled?,north and south,SciQ
"What is considered to be the ""fundamental unit"" of life?",cell,SciQ
"What two states of matter are included in the category ""fluids""?",liquids and gases,SciQ
"When matter changes into an entirely different substance with different chemical properties, what has occurred?",chemical change,SciQ
Phospholipids are unable to mix with what?,water,SciQ
What are molecules that the immune system recognize as foreign to the body?,antigens,SciQ
"The end result of diffusion is an equal concentration, or equilibrium , of molecules on both sides of what?",the membrane,SciQ
What paired organs that are part of the urinary system play the prime role in excretion?,kidneys,SciQ
The fungus benefits from the constant supply of food produced by what?,the photosynthesizer,SciQ
Gases can be classifed as real or what?,ideal,SciQ
What is a mutation?,change in the nucleotide sequence of dna,SciQ
What are biological catalysts that speeds up biochemical reactions?,enzymes,SciQ
What type of reaction is a transfer of a proton from one molecule or ion to another?,acid-base,SciQ
"What part of the plant, in general, is responsible for transport and storage of water and minerals?",stems,SciQ
One gram of carbohydrates provides how many calories of energy?,four,SciQ
Mushrooms and other fungi obtain energy from what?,other organisms,SciQ
How are protozoa that cause giardiasis spread?,food and water,SciQ
"What can prevent the passage of molecules and ions between cells, such as in the blood-brain barrier?",tight junctions,SciQ
Give an example of air pollution while painting indoors.,paint fumes,SciQ
What plays a variety of important roles in biochemical systems?,protein,SciQ
What type of plants grow on other plants?,epiphytes,SciQ
What provides a protective covering for the body and helps maintain homeostasis?,integumentary system,SciQ
Uranium is an important part of the process used to harness which type of power?,nuclear,SciQ
Budding and fission in annelids are examples of what type of reproduction?,asexual,SciQ
What is the process by which plants make their own food?,photosynthesis,SciQ
In what part of the carbon cycle does carbon move between living things and the air?,biotic cycle,SciQ
Herbivores and the bacteria that live in their intestines demonstrate a two-way beneficial relationship called what?,mutualism,SciQ
What joins within each testis to form the epididymis?,seminiferous tubules,SciQ
How many layers of phospholipids does the cell membrane contain?,two,SciQ
What process within cells makes sure that every gamete receives a copy of every chromosome?,meiosis,SciQ
Do amphibians and reptiles maintain a constant body temperature?,"no, they have about the same body temperature as their surroundings",SciQ
"Most vascular plants are seed plants, also known as?",spermatophytes,SciQ
Centrifuges use what to perform their task?,inertia,SciQ
